,ghi,dni,dhi
2020-05-04 06:00:00-06:00,0.011846937221277661,0.0,0.011846937221277661
2020-05-04 06:05:00-06:00,0.20028263211299402,0.0,0.20028263211299402
2020-05-04 06:10:00-06:00,0.8828206476209981,0.0,0.8828206476209981
2020-05-04 06:15:00-06:00,2.3822670956275767,0.0,2.3822670956275767
2020-05-04 06:20:00-06:00,4.851537027738066,0.0,4.851537027738066
2020-05-04 06:25:00-06:00,8.271323684485555,0.0,8.271323684485555
2020-05-04 06:30:00-06:00,12.525389971711782,0.0,12.525389971711782
2020-05-04 06:35:00-06:00,17.46504373852219,0.0,17.46504373852219
2020-05-04 06:40:00-06:00,22.944213833012732,0.0,22.944213833012732
2020-05-04 06:45:00-06:00,28.833657655646757,0.0,28.833657655646757
2020-05-04 06:50:00-06:00,35.024404512449706,0.0,35.024404512449706
2020-05-04 06:55:00-06:00,41.426592535422515,0.0,41.426592535422515
2020-05-04 07:00:00-06:00,47.966700874239784,0.0,47.966700874239784
2020-05-04 07:05:00-06:00,54.584706947455714,0.0,54.584706947455714
2020-05-04 07:10:00-06:00,61.23139695433244,0.0,61.23139695433244
2020-05-04 07:15:00-06:00,67.86624372644202,0.0,67.86624372644202
2020-05-04 07:20:00-06:00,74.45563064857639,0.0,74.45563064857639
2020-05-04 07:25:00-06:00,80.97150846564553,0.0,80.97150846564553
2020-05-04 07:30:00-06:00,87.39025301653658,0.0,87.39025301653658
2020-05-04 07:35:00-06:00,93.69189224733736,0.0,93.69189224733736
2020-05-04 07:40:00-06:00,99.85942217746452,0.0,99.85942217746452
2020-05-04 07:45:00-06:00,105.87820590552307,0.0,105.87820590552307
2020-05-04 07:50:00-06:00,111.73571675385196,0.0,111.73571675385196
2020-05-04 07:55:00-06:00,117.42110144438102,0.0,117.42110144438102
2020-05-04 08:00:00-06:00,122.92492642928589,0.0,122.92492642928589
2020-05-04 08:05:00-06:00,128.23897238732684,0.4795085672584486,128.05073679797547
2020-05-04 08:10:00-06:00,133.35617868771814,1.158333650551665,132.8836437687119
2020-05-04 08:15:00-06:00,138.2702655046637,1.7145436196344108,137.54463884646634
2020-05-04 08:20:00-06:00,142.9759047897316,2.168058425511983,142.02547859312554
2020-05-04 08:25:00-06:00,147.46841091244906,2.536286311136991,146.31843126471375
2020-05-04 08:30:00-06:00,151.7437601699014,2.834393499793917,150.4163743464122
2020-05-04 08:35:00-06:00,155.79850140005837,3.0754896977213377,154.31279763318184
2020-05-04 08:40:00-06:00,159.6297575779364,3.2708510820041803,158.00186009387167
2020-05-04 08:45:00-06:00,163.2350513670568,3.430047731797215,161.47829768100007
2020-05-04 08:50:00-06:00,166.61243645738872,3.5611934613057614,164.73755914024915
2020-05-04 08:55:00-06:00,169.76034609735527,3.6710541424093375,167.77571156550047
2020-05-04 09:00:00-06:00,172.67755197563258,3.7651980264260043,170.58942160428592
2020-05-04 09:05:00-06:00,182.7142378628837,6.005696571658495,179.30073218326706
2020-05-04 09:10:00-06:00,192.96277469626216,8.253383203663887,188.15944551200306
2020-05-04 09:15:00-06:00,203.4144090939759,10.520725493880573,197.15041236841844
2020-05-04 09:20:00-06:00,214.06028570801303,12.819739265683921,206.25806282905384
2020-05-04 09:25:00-06:00,224.8911938980498,15.161974921983774,215.46621588832096
2020-05-04 09:30:00-06:00,235.89785843775218,17.558669512342696,224.75832877381475
2020-05-04 09:35:00-06:00,247.07058515156044,20.02067139679373,234.11723707992752
2020-05-04 09:40:00-06:00,258.3997408805723,22.558650654284193,243.5255462344501
2020-05-04 09:45:00-06:00,269.87520732396973,25.182930225362078,252.9652365557152
2020-05-04 09:50:00-06:00,281.48691328700255,27.903713692708944,262.4180877158269
2020-05-04 09:55:00-06:00,293.2245546807199,30.73100316287842,271.86549055411217
2020-05-04 10:00:00-06:00,305.0774941009327,33.674567329063336,281.2884092373366
2020-05-04 10:05:00-06:00,317.035142639175,36.74412105706576,290.6676756752049
2020-05-04 10:10:00-06:00,329.08657034200803,39.94916425488611,299.9837497228478
2020-05-04 10:15:00-06:00,341.2208597068566,43.299152325084115,309.2169873708576
2020-05-04 10:20:00-06:00,353.4267809205678,46.80334518535198,318.3474617194821
2020-05-04 10:25:00-06:00,365.69311671594147,50.47097166428191,327.3552027104578
2020-05-04 10:30:00-06:00,378.00843457287135,54.311116186590006,336.220088960189
2020-05-04 10:35:00-06:00,390.361205137897,58.332776884424916,344.9219582144078
2020-05-04 10:40:00-06:00,402.7397872778569,62.54485687790579,353.44063438974524
2020-05-04 10:45:00-06:00,415.13243433793576,66.9561651875761,361.7559687120869
2020-05-04 10:50:00-06:00,427.52730790841883,71.57541643242665,369.8478884703406
2020-05-04 10:55:00-06:00,439.91248059208465,76.41122944054928,377.6964367118058
2020-05-04 11:00:00-06:00,452.27595054142336,81.47212476594132,385.281823231182
2020-05-04 11:05:00-06:00,464.6056445986846,86.76652132537338,392.58446606837083
2020-05-04 11:10:00-06:00,476.88943277487886,92.30273196104845,399.58504372887217
2020-05-04 11:15:00-06:00,489.1151317795921,98.08895826978612,406.26453824700616
2020-05-04 11:20:00-06:00,501.2705187640475,104.13328436383028,412.60428778137776
2020-05-04 11:25:00-06:00,513.3433383475602,110.4436698855533,418.586033692352
2020-05-04 11:30:00-06:00,525.3213100445079,117.0279421758044,424.19196837466325
2020-05-04 11:35:00-06:00,537.192141678957,123.8937873893661,429.4047885708445
2020-05-04 11:40:00-06:00,548.9434827488833,131.04869185159131,434.2077330465229
2020-05-04 11:45:00-06:00,560.5631942864378,138.5001770714613,438.5846774993747
