Time,PV Profile,PV Status
7.00,0.00029281,1
8.00,0.202148819,1
9.00,0.329865952,1
10.00,0.657181244,1
11.00,0.852080536,1
12.00,0.895402145,1
13.00,0.931917648,1
14.00,0.704604568,1
15.00,0.263817558,1
16.00,0.101970663,1
17.00,0.025403841,1
18.00,0.01875308,1
19.00,0,0
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,3.826E-05,1
8.00,0.06131022,1
9.00,0.04317399,1
10.00,0.128288517,1
11.00,0.103656368,1
12.00,0.122526569,1
13.00,0.123096209,1
14.00,0.145320473,1
15.00,0.097831078,1
16.00,0.082785358,1
17.00,0.08982255,1
18.00,0.00755878,1
19.00,0,0
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,0.00056289,1
8.00,0.153978481,1
9.00,0.116310205,1
10.00,0.111225767,1
11.00,0.816602936,1
12.00,0.811617813,1
13.00,0.897557755,1
14.00,0.917446747,1
15.00,0.803514481,1
16.00,0.622486076,1
17.00,0.386049805,1
18.00,0.118089571,1
19.00,0,0
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,0.00038988,1
8.00,0.104714136,1
9.00,0.155963764,1
10.00,0.205143623,1
11.00,0.755722122,1
12.00,0.902796783,1
13.00,0.810301666,1
14.00,0.884339294,1
15.00,0.545597878,1
16.00,0.452376633,1
17.00,0.365434761,1
18.00,0.095590172,1
19.00,0,0
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,0.00090571,1
8.00,0.110314636,1
9.00,0.247847672,1
10.00,0.318206272,1
11.00,0.122751055,1
12.00,0.613737564,1
13.00,0.171605225,1
14.00,0.261240673,1
15.00,0.761230621,1
16.00,0.61383461,1
17.00,0.384304199,1
18.00,0.120503111,1
19.00,0,0
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,0.00487398,1
8.00,0.237980022,1
9.00,0.514844246,1
10.00,0.726005554,1
11.00,0.852552032,1
12.00,0.956781006,1
13.00,0.963244247,1
14.00,0.922585144,1
15.00,0.802216492,1
16.00,0.605709686,1
17.00,0.388321877,1
18.00,0.12422452,1
19.00,0,0
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,0.00331579,1
8.00,0.171847992,1
9.00,0.34365036,1
10.00,0.621781197,1
11.00,0.64586853,1
12.00,0.801000671,1
13.00,0.827357483,1
14.00,0.738663712,1
15.00,0.650736542,1
16.00,0.515428391,1
17.00,0.23418663,1
18.00,0.051178432,1
19.00,0,0
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,7.892E-05,1
8.00,0.010448,1
9.00,0.125393381,1
10.00,0.085388126,1
11.00,0.115293674,1
12.00,0.125184326,1
13.00,0.131088591,1
14.00,0.123129759,1
15.00,0.100624342,1
16.00,0.145085201,1
17.00,0.082856359,1
18.00,0.01033703,1
19.00,0,0
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,0,0
8.00,0.226318741,1
9.00,0.21750021,1
10.00,0.148871813,1
11.00,0.580428276,1
12.00,0.665567169,1
13.00,0.959490356,1
14.00,0.908033676,1
15.00,0.793968353,1
16.00,0.620996742,1
17.00,0.39153904,1
18.00,0.126395378,1
19.00,0,0
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,0,0
8.00,0.211158543,1
9.00,0.475689201,1
10.00,0.620264091,1
11.00,0.858072968,1
12.00,0.896201401,1
13.00,0.770647736,1
14.00,0.909999466,1
15.00,0.718920898,1
16.00,0.622280045,1
17.00,0.374199715,1
18.00,0.132318449,1
19.00,0,0
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,0,0
8.00,0.217985363,1
9.00,0.529757767,1
10.00,0.744131241,1
11.00,0.885306549,1
12.00,0.963932419,1
13.00,0.977109375,1
14.00,0.899002762,1
15.00,0.809138336,1
16.00,0.635157509,1
17.00,0.400715637,1
18.00,0.136999111,1
19.00,0,0
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,0.00179977,1
8.00,0.052574568,1
9.00,0.135557632,1
10.00,0.195030537,1
11.00,0.259027214,1
12.00,0.426135712,1
13.00,0.225545597,1
14.00,0.209666729,1
15.00,0.580371323,1
16.00,0.347525864,1
17.00,0.367423019,1
18.00,0.139185524,1
19.00,0,0
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,0.00111014,1
8.00,0.028472149,1
9.00,0.097769384,1
10.00,0.139163971,1
11.00,0.266509342,1
12.00,0.300372829,1
13.00,0.308124905,1
14.00,0.282558517,1
15.00,0.233048744,1
16.00,0.174038277,1
17.00,0.107552328,1
18.00,0.01814815,1
19.00,0,0
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,0.00349204,1
8.00,0.087012587,1
9.00,0.172272644,1
10.00,0.243634205,1
11.00,0.129983091,1
12.00,0.440229187,1
13.00,0.408930168,1
14.00,0.864390106,1
15.00,0.780622177,1
16.00,0.60145813,1
17.00,0.387961884,1
18.00,0.13900733,1
19.00,0,0
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,0.00125318,1
8.00,0.053618679,1
9.00,0.048878961,1
10.00,0.109184542,1
11.00,0.2499086,1
12.00,0.133598661,1
13.00,0.171636429,1
14.00,0.124671488,1
15.00,0.412576447,1
16.00,0.294543762,1
17.00,0.303089123,1
18.00,0.109316034,1
19.00,0,0
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,0,0
8.00,0.296944065,1
9.00,0.565888481,1
10.00,0.770993729,1
11.00,0.914149323,1
12.00,0.94939003,1
13.00,0.958100967,1
14.00,0.166520844,1
15.00,0.190260277,1
16.00,0.272839375,1
17.00,0.183436871,1
18.00,0.05159843,1
19.00,0,0
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,0,0
8.00,0.299785061,1
9.00,0.576023636,1
10.00,0.777572327,1
11.00,0.911867294,1
12.00,0.98483017,1
13.00,0.992100372,1
14.00,0.934592438,1
15.00,0.819908524,1
16.00,0.64070816,1
17.00,0.405993881,1
18.00,0.14891325,1
19.00,0,0
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,0.035473089,1
8.00,0.117650671,1
9.00,0.19477272,1
10.00,0.31204155,1
11.00,0.271944237,1
12.00,0.563733673,1
13.00,0.658983917,1
14.00,0.931217499,1
15.00,0.808727875,1
16.00,0.501194267,1
17.00,0.094092855,1
18.00,0.140384026,1
19.00,0,0
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,0.03081156,1
8.00,0.295748062,1
9.00,0.558780708,1
10.00,0.753909683,1
11.00,0.888420944,1
12.00,0.96525383,1
13.00,0.980200348,1
14.00,0.910947571,1
15.00,0.102981091,1
16.00,0.073773928,1
17.00,0.034534359,1
18.00,0.00457167,1
19.00,0,0
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,0.042199569,1
8.00,0.301824341,1
9.00,0.547094307,1
10.00,0.742309875,1
11.00,0.874809875,1
12.00,0.934826584,1
13.00,0.94577919,1
14.00,0.882184601,1
15.00,0.76264801,1
16.00,0.603847885,1
17.00,0.388591881,1
18.00,0.146287069,1
19.00,0,0
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,0.045143509,1
8.00,0.267384377,1
9.00,0.542561836,1
10.00,0.669239349,1
11.00,0.799910583,1
12.00,0.864907455,1
13.00,0.873987579,1
14.00,0.840707855,1
15.00,0.667461472,1
16.00,0.556771088,1
17.00,0.221875324,1
18.00,0.07861465,1
19.00,0,0
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,0.01399214,1
8.00,0.06813684,1
9.00,0.05754849,1
10.00,0.119870548,1
11.00,0.129220247,1
12.00,0.22189333,1
13.00,0.138522921,1
14.00,0.121030989,1
15.00,0.201806431,1
16.00,0.147006636,1
17.00,0.069403658,1
18.00,0.00528452,1
19.00,0,0
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,0.016039881,1
8.00,0.304127483,1
9.00,0.527210655,1
10.00,0.711213989,1
11.00,0.883146744,1
12.00,0.972172852,1
13.00,0.979803467,1
14.00,0.926989212,1
15.00,0.798662186,1
16.00,0.630270233,1
17.00,0.400266075,1
18.00,0.149175358,1
19.00,0,0
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,0.051076012,1
8.00,0.284731998,1
9.00,0.336001625,1
10.00,0.686667709,1
11.00,0.68894104,1
12.00,0.466711617,1
13.00,0.511041451,1
14.00,0.887750549,1
15.00,0.787543335,1
16.00,0.620470772,1
17.00,0.394897957,1
18.00,0.148913012,1
19.00,0,0
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,0.070426512,1
8.00,0.311181355,1
9.00,0.547635422,1
10.00,0.734934921,1
11.00,0.860996857,1
12.00,0.935639648,1
13.00,0.940832367,1
14.00,0.874655609,1
15.00,0.760041733,1
16.00,0.598799286,1
17.00,0.347517967,1
18.00,0.143366117,1
19.00,3.319E-05,1
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,0.044503732,1
8.00,0.285615349,1
9.00,0.366657448,1
10.00,0.259288826,1
11.00,0.204178619,1
12.00,0.326087875,1
13.00,0.721734314,1
14.00,0.50405304,1
15.00,0.265593548,1
16.00,0.105244017,1
17.00,0.13277895,1
18.00,0.01513371,1
19.00,2.889E-05,1
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,0.00994803,1
8.00,0.032995939,1
9.00,0.113143454,1
10.00,0.132287474,1
11.00,0.174202652,1
12.00,0.139752092,1
13.00,0.141725407,1
14.00,0.131905813,1
15.00,0.110215416,1
16.00,0.081763382,1
17.00,0.03570986,1
18.00,0.00718308,1
19.00,0,0
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,0.01001502,1
8.00,0.051260581,1
9.00,0.145550623,1
10.00,0.153237543,1
11.00,0.186042614,1
12.00,0.203843575,1
13.00,0.206104965,1
14.00,0.190350952,1
15.00,0.161400108,1
16.00,0.124991159,1
17.00,0.07171133,1
18.00,0.01516904,1
19.00,3.89E-06,1
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,0.017497669,1
8.00,0.052587261,1
9.00,0.155855551,1
10.00,0.188351822,1
11.00,0.149721785,1
12.00,0.254137115,1
13.00,0.131973333,1
14.00,0.123295326,1
15.00,0.123146563,1
16.00,0.184085236,1
17.00,0.269438801,1
18.00,0.01154776,1
19.00,0.0001327,1
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,0.092885408,1
8.00,0.329882469,1
9.00,0.534075851,1
10.00,0.752157745,1
11.00,0.892649612,1
12.00,0.952560501,1
13.00,0.960898743,1
14.00,0.909359436,1
15.00,0.765375748,1
16.00,0.621405067,1
17.00,0.400957718,1
18.00,0.15445302,1
19.00,0.00050788,1
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,0.097215166,1
8.00,0.338119202,1
9.00,0.572644463,1
10.00,0.755134811,1
11.00,0.866258926,1
12.00,0.918518982,1
13.00,0.911305389,1
14.00,0.888066788,1
15.00,0.767348709,1
16.00,0.61243248,1
17.00,0.394694252,1
18.00,0.157188492,1
19.00,0.00079007,1
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,0.04722425,1
8.00,0.309240723,1
9.00,0.529614334,1
10.00,0.725802536,1
11.00,0.840158234,1
12.00,0.93622406,1
13.00,0.897026901,1
14.00,0.840250778,1
15.00,0.761819382,1
16.00,0.602482796,1
17.00,0.385249977,1
18.00,0.154519091,1
19.00,0.00090097,1
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,0.02498698,1
8.00,0.044266162,1
9.00,0.1139534,1
10.00,0.160865154,1
11.00,0.204958286,1
12.00,0.13199995,1
13.00,0.132526999,1
14.00,0.177697239,1
15.00,0.111847162,1
16.00,0.080461044,1
17.00,0.057934861,1
18.00,0.031930139,1
19.00,1.96E-06,1
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,0.054672141,1
8.00,0.157096052,1
9.00,0.231202469,1
10.00,0.376223183,1
11.00,0.332989349,1
12.00,0.489744759,1
13.00,0.594735374,1
14.00,0.292922192,1
15.00,0.326382065,1
16.00,0.237067528,1
17.00,0.194663029,1
18.00,0.101690502,1
19.00,0.00062067,1
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,0.107350836,1
8.00,0.346821289,1
9.00,0.578132439,1
10.00,0.7703508,1
11.00,0.896478882,1
12.00,0.957577515,1
13.00,0.956377716,1
14.00,0.692768555,1
15.00,0.217146759,1
16.00,0.467253151,1
17.00,0.321030464,1
18.00,0.06148654,1
19.00,0.00094239,1
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,0.103717499,1
8.00,0.341088524,1
9.00,0.566875763,1
10.00,0.739551086,1
11.00,0.875956879,1
12.00,0.892310257,1
13.00,0.371478844,1
14.00,0.301343422,1
15.00,0.534740982,1
16.00,0.57722599,1
17.00,0.386691246,1
18.00,0.03350419,1
19.00,0.00100159,1
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,0.110850954,1
8.00,0.348387451,1
9.00,0.574806099,1
10.00,0.744166107,1
11.00,0.865053177,1
12.00,0.911580429,1
13.00,0.914444962,1
14.00,0.858723984,1
15.00,0.752274323,1
16.00,0.579635963,1
17.00,0.341358719,1
18.00,0.115749912,1
19.00,0.00126058,1
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,0.058189111,1
8.00,0.219545116,1
9.00,0.482266121,1
10.00,0.722357025,1
11.00,0.841740112,1
12.00,0.789361954,1
13.00,0.646082306,1
14.00,0.734455643,1
15.00,0.306049595,1
16.00,0.213694992,1
17.00,0.096136684,1
18.00,0.080138369,1
19.00,0.00066939,1
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,0.055938611,1
8.00,0.256252193,1
9.00,0.370872002,1
10.00,0.725134811,1
11.00,0.865701141,1
12.00,0.923804245,1
13.00,0.914338684,1
14.00,0.746246185,1
15.00,0.761128082,1
16.00,0.211153412,1
17.00,0.123680649,1
18.00,0.145287685,1
19.00,0.00138518,1
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,3.484E-05,1
7.00,0.111351557,1
8.00,0.352930946,1
9.00,0.570258942,1
10.00,0.753373108,1
11.00,0.890925064,1
12.00,0.95056366,1
13.00,0.949399338,1
14.00,0.903482819,1
15.00,0.775772095,1
16.00,0.613094521,1
17.00,0.147379646,1
18.00,0.126387701,1
19.00,0.00172764,1
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0.00014682,1
7.00,0.118668242,1
8.00,0.191801662,1
9.00,0.568286591,1
10.00,0.755543213,1
11.00,0.889437714,1
12.00,0.952095184,1
13.00,0.861440735,1
14.00,0.855524673,1
15.00,0.110651035,1
16.00,0.172025375,1
17.00,0.187886047,1
18.00,0.151371279,1
19.00,0.00343364,1
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,8.177E-05,1
7.00,0.076212182,1
8.00,0.305546494,1
9.00,0.600690842,1
10.00,0.781081467,1
11.00,0.618242416,1
12.00,0.469224205,1
13.00,0.449802475,1
14.00,0.242496243,1
15.00,0.179327507,1
16.00,0.161169357,1
17.00,0.317715511,1
18.00,0.174958992,1
19.00,0.00393046,1
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0.00043099,1
7.00,0.129418583,1
8.00,0.370387917,1
9.00,0.619967461,1
10.00,0.801923981,1
11.00,0.929118423,1
12.00,0.98813591,1
13.00,0.995735931,1
14.00,0.9349189,1
15.00,0.81239151,1
16.00,0.638975029,1
17.00,0.418999443,1
18.00,0.178060246,1
19.00,0.0045357,1
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,8.577E-05,1
7.00,0.042551832,1
8.00,0.176212025,1
9.00,0.168880863,1
10.00,0.225376797,1
11.00,0.201718903,1
12.00,0.160247803,1
13.00,0.182762814,1
14.00,0.197808037,1
15.00,0.224506893,1
16.00,0.14929451,1
17.00,0.06827116,1
18.00,0.021001959,1
19.00,0.00020968,1
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0.00014042,1
7.00,0.03886729,1
8.00,0.30431839,1
9.00,0.604711609,1
10.00,0.787121811,1
11.00,0.906575165,1
12.00,0.959274063,1
13.00,0.880663834,1
14.00,0.86954277,1
15.00,0.782315445,1
16.00,0.628957253,1
17.00,0.413157654,1
18.00,0.170801697,1
19.00,0.00511532,1
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0.0010878,1
7.00,0.132735853,1
8.00,0.376232758,1
9.00,0.521100845,1
10.00,0.425153465,1
11.00,0.576880035,1
12.00,0.708163528,1
13.00,0.346445389,1
14.00,0.362217331,1
15.00,0.373795929,1
16.00,0.350161552,1
17.00,0.326483765,1
18.00,0.083991098,1
19.00,0.00334753,1
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0.0015566,1
7.00,0.140906143,1
8.00,0.383256111,1
9.00,0.608965492,1
10.00,0.783736725,1
11.00,0.911493988,1
12.00,0.967270355,1
13.00,0.725506897,1
14.00,0.676817017,1
15.00,0.381919899,1
16.00,0.611888466,1
17.00,0.279976978,1
18.00,0.180884037,1
19.00,0.00625114,1
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0.00207547,1
7.00,0.143788071,1
8.00,0.386110687,1
9.00,0.605333023,1
10.00,0.7751474,1
11.00,0.883978806,1
12.00,0.923659286,1
13.00,0.928507385,1
14.00,0.876904221,1
15.00,0.766474686,1
16.00,0.583551941,1
17.00,0.387311745,1
18.00,0.178556156,1
19.00,0.00551135,1
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0.00095016,1
7.00,0.075200229,1
8.00,0.251906853,1
9.00,0.398924065,1
10.00,0.463061523,1
11.00,0.774748383,1
12.00,0.847010117,1
13.00,0.692868729,1
14.00,0.549934616,1
15.00,0.574539986,1
16.00,0.124309082,1
17.00,0.35923008,1
18.00,0.111679211,1
19.00,0.00455834,1
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,0.058683062,1
8.00,0.146551523,1
9.00,0.183485031,1
10.00,0.248739491,1
11.00,0.485878792,1
12.00,0.374437675,1
13.00,0.391792297,1
14.00,0.408146667,1
15.00,0.318640347,1
16.00,0.206604214,1
17.00,0.117128572,1
18.00,0.114761438,1
19.00,0.00647556,1
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,0.088351908,1
8.00,0.258749847,1
9.00,0.579939804,1
10.00,0.756997833,1
11.00,0.853258133,1
12.00,0.883183594,1
13.00,0.806362,1
14.00,0.817593536,1
15.00,0.294787712,1
16.00,0.215420704,1
17.00,0.312177963,1
18.00,0.167977257,1
19.00,0.00760689,1
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,0.141798029,1
8.00,0.37191452,1
9.00,0.584176216,1
10.00,0.741353531,1
11.00,0.843922653,1
12.00,0.900675659,1
13.00,0.881436615,1
14.00,0.830132675,1
15.00,0.355171432,1
16.00,0.555912056,1
17.00,0.342475662,1
18.00,0.138293867,1
19.00,0.00722614,1
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,0.14018013,1
8.00,0.367173691,1
9.00,0.573764381,1
10.00,0.731530075,1
11.00,0.83433403,1
12.00,0.900972443,1
13.00,0.898491898,1
14.00,0.846483459,1
15.00,0.740944366,1
16.00,0.584548531,1
17.00,0.381426277,1
18.00,0.168436184,1
19.00,0.00827721,1
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,0.096517744,1
8.00,0.254461327,1
9.00,0.528642807,1
10.00,0.67270752,1
11.00,0.602666512,1
12.00,0.797475433,1
13.00,0.760079727,1
14.00,0.662532196,1
15.00,0.69225914,1
16.00,0.549764252,1
17.00,0.187448997,1
18.00,0.080867739,1
19.00,0.00544594,1
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,0.141563263,1
8.00,0.35881897,1
9.00,0.561142731,1
10.00,0.720779724,1
11.00,0.829106979,1
12.00,0.894861145,1
13.00,0.887424088,1
14.00,0.758411026,1
15.00,0.688921967,1
16.00,0.218055744,1
17.00,0.366755524,1
18.00,0.150874062,1
19.00,0.00769682,1
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0,0
7.00,0.144116001,1
8.00,0.373754234,1
9.00,0.568680763,1
10.00,0.717326126,1
11.00,0.813110504,1
12.00,0.871953278,1
13.00,0.86932869,1
14.00,0.816489639,1
15.00,0.720481262,1
16.00,0.571317558,1
17.00,0.380241203,1
18.00,0.174154453,1
19.00,0.01061154,1
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0.00184598,1
7.00,0.105548773,1
8.00,0.350750389,1
9.00,0.535276909,1
10.00,0.711339798,1
11.00,0.816889191,1
12.00,0.866962128,1
13.00,0.710717545,1
14.00,0.619593124,1
15.00,0.529499054,1
16.00,0.55126255,1
17.00,0.366632652,1
18.00,0.141594677,1
19.00,0.00968809,1
20.00,0,0
21.00,0,0
22.00,0,0
23.00,0,0
0.00,0,0
1.00,0,0
2.00,0,0
3.00,0,0
4.00,0,0
5.00,0,0
6.00,0.00434794,1
7.00,0.088235922,1
8.00,0.162075806,1
9.00,0.188486423,1
10.00,0.138090296,1
11.00,0.266079578,1
12.00,0.465505905,1
13.00,0.616338043,1
14.00,0.794306259,1
15.00,0.734099731,1
16.00,0.295993271,1
17.00,0.347575111,1
