,DATE,MST,Global Horizontal,Direct Normal,Air Temperature
724,4/20/2020,2020-04-27 17:22:00,60.5657,0.0,14.11
725,4/20/2020,2020-04-27 17:23:00,61.4603,0.0,14.03
726,4/20/2020,2020-04-27 17:24:00,60.9301,0.0,14.01
727,4/20/2020,2020-04-27 17:25:00,59.2483,0.0,14.07
728,4/20/2020,2020-04-27 17:26:00,57.6333,0.0,14.03
729,4/20/2020,2020-04-27 17:27:00,55.9416,0.0,14.0
730,4/20/2020,2020-04-27 17:28:00,54.1389,0.0,14.0
731,4/20/2020,2020-04-27 17:29:00,53.4017,0.0,13.97
732,4/20/2020,2020-04-27 17:30:00,53.3494,0.0,13.94
733,4/20/2020,2020-04-27 17:31:00,52.8087,0.0,13.88
734,4/20/2020,2020-04-27 17:32:00,51.4342,0.0,13.83
735,4/20/2020,2020-04-27 17:33:00,49.2604,0.0,13.85
736,4/20/2020,2020-04-27 17:34:00,47.8414,0.0,13.88
737,4/20/2020,2020-04-27 17:35:00,48.0715,0.0,13.89
738,4/20/2020,2020-04-27 17:36:00,49.1902,0.0,13.87
739,4/20/2020,2020-04-27 17:37:00,49.7852,0.0,13.87
740,4/20/2020,2020-04-27 17:38:00,49.4131,0.0,13.89
741,4/20/2020,2020-04-27 17:39:00,48.4881,0.0,13.92
742,4/20/2020,2020-04-27 17:40:00,46.8404,0.0,14.0
743,4/20/2020,2020-04-27 17:41:00,47.5482,0.580041,14.03
744,4/20/2020,2020-04-27 17:42:00,78.3508,132.11,14.08
745,4/20/2020,2020-04-27 17:43:00,59.7901,36.2677,14.11
746,4/20/2020,2020-04-27 17:44:00,46.5438,13.3609,14.13
747,4/20/2020,2020-04-27 17:45:00,38.7953,0.0,14.1
748,4/20/2020,2020-04-27 17:46:00,36.5522,0.0,14.05
749,4/20/2020,2020-04-27 17:47:00,35.4615,0.0,14.0
750,4/20/2020,2020-04-27 17:48:00,34.3711,0.0,13.97
751,4/20/2020,2020-04-27 17:49:00,33.4496,0.0,13.96
752,4/20/2020,2020-04-27 17:50:00,32.4629,0.0,13.94
753,4/20/2020,2020-04-27 17:51:00,32.0131,0.0,13.88
754,4/20/2020,2020-04-27 17:52:00,32.2944,0.0,13.86
755,4/20/2020,2020-04-27 17:53:00,32.9177,0.0,13.89
756,4/20/2020,2020-04-27 17:54:00,33.4197,0.0,13.88
757,4/20/2020,2020-04-27 17:55:00,33.7551,0.0,13.87
758,4/20/2020,2020-04-27 17:56:00,33.8441,0.0,13.92
759,4/20/2020,2020-04-27 17:57:00,33.3877,0.0,13.94
760,4/20/2020,2020-04-27 17:58:00,32.2123,0.0,13.96
761,4/20/2020,2020-04-27 17:59:00,30.6472,0.0,13.94
762,4/20/2020,2020-04-27 18:00:00,28.9188,0.0,13.96
763,4/20/2020,2020-04-27 18:01:00,27.9076,0.0,13.92
764,4/20/2020,2020-04-27 18:02:00,26.6991,0.0,13.84
765,4/20/2020,2020-04-27 18:03:00,26.0787,0.0,13.73
766,4/20/2020,2020-04-27 18:04:00,25.608,0.0,13.74
767,4/20/2020,2020-04-27 18:05:00,25.5186,0.0,13.72
768,4/20/2020,2020-04-27 18:06:00,25.0805,0.0,13.68
769,4/20/2020,2020-04-27 18:07:00,24.6426,0.0,13.64
770,4/20/2020,2020-04-27 18:08:00,24.3089,0.0,13.64
771,4/20/2020,2020-04-27 18:09:00,24.1516,0.0,13.59
772,4/20/2020,2020-04-27 18:10:00,23.7842,0.0,13.53
773,4/20/2020,2020-04-27 18:11:00,23.6623,0.0,13.46
774,4/20/2020,2020-04-27 18:12:00,23.3276,0.0,13.5
775,4/20/2020,2020-04-27 18:13:00,23.3078,0.0,13.57
776,4/20/2020,2020-04-27 18:14:00,23.3236,0.0,13.58
777,4/20/2020,2020-04-27 18:15:00,23.8304,0.0,13.62
778,4/20/2020,2020-04-27 18:16:00,24.4064,0.0,13.63
779,4/20/2020,2020-04-27 18:17:00,24.9436,0.0,13.67
780,4/20/2020,2020-04-27 18:18:00,25.5475,0.0,13.71
781,4/20/2020,2020-04-27 18:19:00,25.9342,0.0,13.71
782,4/20/2020,2020-04-27 18:20:00,26.2769,0.0,13.69
783,4/20/2020,2020-04-27 18:21:00,26.9948,0.0,13.63
784,4/20/2020,2020-04-27 18:22:00,28.1137,0.0,13.67
785,4/20/2020,2020-04-27 18:23:00,29.4517,0.0,13.66
786,4/20/2020,2020-04-27 18:24:00,31.0293,0.0,13.67
787,4/20/2020,2020-04-27 18:25:00,31.578,0.0,13.67
788,4/20/2020,2020-04-27 18:26:00,30.9584,0.0,13.68
789,4/20/2020,2020-04-27 18:27:00,29.3186,0.0,13.64
790,4/20/2020,2020-04-27 18:28:00,27.151,0.0,13.64
791,4/20/2020,2020-04-27 18:29:00,24.5048,0.0,13.61
792,4/20/2020,2020-04-27 18:30:00,21.8635,0.0,13.57
793,4/20/2020,2020-04-27 18:31:00,19.5608,0.0,13.5
794,4/20/2020,2020-04-27 18:32:00,17.3006,0.0,13.44
795,4/20/2020,2020-04-27 18:33:00,15.4499,0.0,13.38
796,4/20/2020,2020-04-27 18:34:00,13.6704,0.0,13.27
797,4/20/2020,2020-04-27 18:35:00,12.0709,0.0,13.21
798,4/20/2020,2020-04-27 18:36:00,10.4267,0.0,13.17
799,4/20/2020,2020-04-27 18:37:00,8.78443,0.0,13.07
800,4/20/2020,2020-04-27 18:38:00,7.3087800000000005,0.0,12.95
801,4/20/2020,2020-04-27 18:39:00,5.9309,0.0,12.86
802,4/20/2020,2020-04-27 18:40:00,4.77655,0.0,12.84
803,4/20/2020,2020-04-27 18:41:00,4.02505,0.0,12.81
804,4/20/2020,2020-04-27 18:42:00,9.0925,0.0,12.59
805,4/20/2020,2020-04-27 18:43:00,7.68997,0.0,12.4
806,4/21/2020,2020-04-27 05:16:00,6.921589999999999,0.0,5.306
807,4/21/2020,2020-04-27 05:17:00,7.6977899999999995,0.0,5.167999999999999
808,4/21/2020,2020-04-27 05:18:00,5.32885,0.0,5.078
809,4/21/2020,2020-04-27 05:19:00,3.8392800000000005,0.0,5.07
810,4/21/2020,2020-04-27 05:20:00,4.82546,0.0,5.065
811,4/21/2020,2020-04-27 05:21:00,6.04512,0.0,5.098
812,4/21/2020,2020-04-27 05:22:00,7.4731,0.0,5.172000000000001
813,4/21/2020,2020-04-27 05:23:00,8.98155,0.0,5.318
814,4/21/2020,2020-04-27 05:24:00,10.6321,0.0,5.349
815,4/21/2020,2020-04-27 05:25:00,12.4935,0.0,5.349
816,4/21/2020,2020-04-27 05:26:00,14.2346,0.0,5.353
817,4/21/2020,2020-04-27 05:27:00,16.0557,0.0,5.404
818,4/21/2020,2020-04-27 05:28:00,18.0772,0.0,5.325
819,4/21/2020,2020-04-27 05:29:00,20.0715,0.0,5.289
820,4/21/2020,2020-04-27 05:30:00,22.261999999999997,0.0,5.401
821,4/21/2020,2020-04-27 05:31:00,24.5576,69.11,5.4639999999999995
822,4/21/2020,2020-04-27 05:32:00,26.6479,6.906960000000001,5.519
823,4/21/2020,2020-04-27 05:33:00,28.8422,159.105,5.355
824,4/21/2020,2020-04-27 05:34:00,31.1749,0.305162,5.29
825,4/21/2020,2020-04-27 05:35:00,33.5113,115.085,5.25
826,4/21/2020,2020-04-27 05:36:00,35.8171,212.03,5.28
827,4/21/2020,2020-04-27 05:37:00,38.3078,133.879,5.35
828,4/21/2020,2020-04-27 05:38:00,40.8059,256.009,5.577000000000001
829,4/21/2020,2020-04-27 05:39:00,43.464,270.875,5.689
830,4/21/2020,2020-04-27 05:40:00,46.178,286.486,5.72
831,4/21/2020,2020-04-27 05:41:00,48.8413,148.485,5.7410000000000005
832,4/21/2020,2020-04-27 05:42:00,51.4879,313.26599999999996,5.8389999999999995
833,4/21/2020,2020-04-27 05:43:00,54.4055,330.707,5.952000000000001
834,4/21/2020,2020-04-27 05:44:00,57.1038,343.925,5.978
835,4/21/2020,2020-04-27 05:45:00,60.04,357.73199999999997,6.032
836,4/21/2020,2020-04-27 05:46:00,63.1443,371.81,6.104
837,4/21/2020,2020-04-27 05:47:00,66.2056,383.157,6.195
838,4/21/2020,2020-04-27 05:48:00,69.3992,397.926,6.337000000000001
839,4/21/2020,2020-04-27 05:49:00,72.4849,408.959,6.417000000000001
840,4/21/2020,2020-04-27 05:50:00,75.3216,418.19199999999995,6.4670000000000005
841,4/21/2020,2020-04-27 05:51:00,78.3661,430.14099999999996,6.527
842,4/21/2020,2020-04-27 05:52:00,81.3089,437.296,6.485
843,4/21/2020,2020-04-27 05:53:00,84.3153,446.055,6.516
844,4/21/2020,2020-04-27 05:54:00,87.0816,452.897,6.473
845,4/21/2020,2020-04-27 05:55:00,89.278,453.546,6.513999999999999
846,4/21/2020,2020-04-27 05:56:00,91.7322,457.44199999999995,6.572
847,4/21/2020,2020-04-27 05:57:00,93.9049,457.76800000000003,6.608
848,4/21/2020,2020-04-27 05:58:00,95.4615,453.51199999999994,6.635
849,4/21/2020,2020-04-27 05:59:00,97.9437,457.666,6.68
850,4/21/2020,2020-04-27 06:00:00,100.699,460.662,6.74
851,4/21/2020,2020-04-27 06:01:00,103.09200000000001,463.564,6.791
852,4/21/2020,2020-04-27 06:02:00,105.395,463.44300000000004,6.895
853,4/21/2020,2020-04-27 06:03:00,107.663,465.145,6.87
854,4/21/2020,2020-04-27 06:04:00,110.681,468.906,6.577999999999999
855,4/21/2020,2020-04-27 06:05:00,114.74700000000001,475.108,6.473
856,4/21/2020,2020-04-27 06:06:00,118.39399999999999,480.58,6.504
857,4/21/2020,2020-04-27 06:07:00,121.97,485.413,6.5520000000000005
858,4/21/2020,2020-04-27 06:08:00,125.24700000000001,488.04699999999997,6.591
859,4/21/2020,2020-04-27 06:09:00,128.195,494.0,6.602
860,4/21/2020,2020-04-27 06:10:00,131.181,502.906,6.6
861,4/21/2020,2020-04-27 06:11:00,134.4,508.458,6.65
862,4/21/2020,2020-04-27 06:12:00,137.961,517.477,6.692
863,4/21/2020,2020-04-27 06:13:00,140.804,522.387,6.7829999999999995
864,4/21/2020,2020-04-27 06:14:00,143.17600000000002,525.923,6.7989999999999995
865,4/21/2020,2020-04-27 06:15:00,146.043,532.865,6.922999999999999
866,4/21/2020,2020-04-27 06:16:00,149.156,540.644,6.952000000000001
867,4/21/2020,2020-04-27 06:17:00,152.393,548.496,7.059
868,4/21/2020,2020-04-27 06:18:00,155.577,553.4159999999999,7.255
869,4/21/2020,2020-04-27 06:19:00,158.975,559.57,7.3260000000000005
870,4/21/2020,2020-04-27 06:20:00,162.38299999999998,564.471,7.52
871,4/21/2020,2020-04-27 06:21:00,165.99099999999999,571.198,7.702999999999999
872,4/21/2020,2020-04-27 06:22:00,169.642,576.294,7.747999999999999
873,4/21/2020,2020-04-27 06:23:00,173.36700000000002,582.764,7.684
874,4/21/2020,2020-04-27 06:24:00,176.82299999999998,586.435,7.727
875,4/21/2020,2020-04-27 06:25:00,180.231,592.398,7.768
876,4/21/2020,2020-04-27 06:26:00,183.512,597.8430000000001,7.871
877,4/21/2020,2020-04-27 06:27:00,186.46599999999998,601.065,7.962000000000001
878,4/21/2020,2020-04-27 06:28:00,189.69299999999998,605.4540000000001,7.9670000000000005
879,4/21/2020,2020-04-27 06:29:00,192.68099999999998,608.558,8.04
880,4/21/2020,2020-04-27 06:30:00,195.997,612.035,8.12
881,4/21/2020,2020-04-27 06:31:00,199.63099999999997,615.595,8.2
882,4/21/2020,2020-04-27 06:32:00,203.15599999999998,620.309,8.19
883,4/21/2020,2020-04-27 06:33:00,206.483,623.134,8.19
884,4/21/2020,2020-04-27 06:34:00,209.893,627.75,8.37
885,4/21/2020,2020-04-27 06:35:00,212.792,631.203,8.36
886,4/21/2020,2020-04-27 06:36:00,216.015,636.867,8.3
887,4/21/2020,2020-04-27 06:37:00,219.065,639.716,8.3
888,4/21/2020,2020-04-27 06:38:00,222.11,641.2909999999999,8.39
889,4/21/2020,2020-04-27 06:39:00,225.638,644.726,8.48
890,4/21/2020,2020-04-27 06:40:00,228.71599999999998,647.847,8.57
891,4/21/2020,2020-04-27 06:41:00,231.953,651.144,8.73
892,4/21/2020,2020-04-27 06:42:00,235.269,655.4010000000001,8.98
893,4/21/2020,2020-04-27 06:43:00,238.52,657.047,9.03
894,4/21/2020,2020-04-27 06:44:00,241.688,659.568,9.15
895,4/21/2020,2020-04-27 06:45:00,245.18400000000003,663.393,9.32
896,4/21/2020,2020-04-27 06:46:00,248.58599999999998,666.842,9.45
897,4/21/2020,2020-04-27 06:47:00,251.868,669.674,9.46
898,4/21/2020,2020-04-27 06:48:00,254.295,670.605,9.6
899,4/21/2020,2020-04-27 06:49:00,256.944,670.1569999999999,9.83
900,4/21/2020,2020-04-27 06:50:00,260.194,673.6010000000001,9.81
901,4/21/2020,2020-04-27 06:51:00,263.036,675.3539999999999,9.76
902,4/21/2020,2020-04-27 06:52:00,265.552,675.2860000000001,9.94
903,4/21/2020,2020-04-27 06:53:00,269.543,680.503,10.12
904,4/21/2020,2020-04-27 06:54:00,273.089,683.7710000000001,10.28
905,4/21/2020,2020-04-27 06:55:00,276.562,687.0310000000001,10.46
906,4/21/2020,2020-04-27 06:56:00,280.08299999999997,690.663,10.7
907,4/21/2020,2020-04-27 06:57:00,283.402,693.748,10.77
908,4/21/2020,2020-04-27 06:58:00,286.718,696.447,10.7
909,4/21/2020,2020-04-27 06:59:00,289.767,697.682,10.73
910,4/21/2020,2020-04-27 07:00:00,292.92900000000003,699.846,10.71
911,4/21/2020,2020-04-27 07:01:00,296.598,703.3710000000001,10.58
912,4/21/2020,2020-04-27 07:02:00,299.812,706.443,10.62
913,4/21/2020,2020-04-27 07:03:00,302.366,706.8839999999999,10.4
914,4/21/2020,2020-04-27 07:04:00,304.092,706.191,10.34
915,4/21/2020,2020-04-27 07:05:00,309.191,712.9860000000001,10.21
916,4/21/2020,2020-04-27 07:06:00,312.248,715.168,10.02
917,4/21/2020,2020-04-27 07:07:00,315.221,716.826,10.03
918,4/21/2020,2020-04-27 07:08:00,319.034,720.737,9.94
919,4/21/2020,2020-04-27 07:09:00,320.741,717.635,9.79
920,4/21/2020,2020-04-27 07:10:00,320.892,711.637,9.82
921,4/21/2020,2020-04-27 07:11:00,322.11,709.2869999999999,9.96
922,4/21/2020,2020-04-27 07:12:00,324.473,709.378,10.05
923,4/21/2020,2020-04-27 07:13:00,329.298,715.8839999999999,10.0
924,4/21/2020,2020-04-27 07:14:00,334.81800000000004,723.5989999999999,9.91
925,4/21/2020,2020-04-27 07:15:00,339.376,729.85,9.95
926,4/21/2020,2020-04-27 07:16:00,343.408,733.803,9.91
927,4/21/2020,2020-04-27 07:17:00,347.208,736.2810000000001,9.72
928,4/21/2020,2020-04-27 07:18:00,350.775,740.1360000000001,9.87
929,4/21/2020,2020-04-27 07:19:00,354.152,742.694,9.95
930,4/21/2020,2020-04-27 07:20:00,357.501,744.449,9.77
931,4/21/2020,2020-04-27 07:21:00,360.61699999999996,746.888,9.81
932,4/21/2020,2020-04-27 07:22:00,364.173,750.688,9.96
933,4/21/2020,2020-04-27 07:23:00,367.209,751.2610000000001,10.14
934,4/21/2020,2020-04-27 07:24:00,370.392,753.329,10.17
935,4/21/2020,2020-04-27 07:25:00,373.486,754.748,10.03
936,4/21/2020,2020-04-27 07:26:00,376.293,756.627,10.16
937,4/21/2020,2020-04-27 07:27:00,379.539,757.798,10.31
938,4/21/2020,2020-04-27 07:28:00,382.847,760.0110000000001,10.35
939,4/21/2020,2020-04-27 07:29:00,385.955,762.752,10.27
940,4/21/2020,2020-04-27 07:30:00,389.214,764.6160000000001,10.14
941,4/21/2020,2020-04-27 07:31:00,392.288,765.388,9.94
942,4/21/2020,2020-04-27 07:32:00,395.565,767.326,9.86
943,4/21/2020,2020-04-27 07:33:00,398.48900000000003,768.539,9.92
944,4/21/2020,2020-04-27 07:34:00,401.45300000000003,770.495,9.96
945,4/21/2020,2020-04-27 07:35:00,404.42400000000004,771.084,9.98
946,4/21/2020,2020-04-27 07:36:00,407.416,771.437,10.04
947,4/21/2020,2020-04-27 07:37:00,410.404,773.568,10.3
948,4/21/2020,2020-04-27 07:38:00,413.53,775.12,10.56
949,4/21/2020,2020-04-27 07:39:00,416.565,777.06,10.68
950,4/21/2020,2020-04-27 07:40:00,419.918,779.3539999999999,10.45
951,4/21/2020,2020-04-27 07:41:00,423.10699999999997,781.4739999999999,10.11
952,4/21/2020,2020-04-27 07:42:00,426.426,782.9630000000001,9.99
953,4/21/2020,2020-04-27 07:43:00,429.736,784.942,10.0
954,4/21/2020,2020-04-27 07:44:00,433.06800000000004,786.438,10.03
955,4/21/2020,2020-04-27 07:45:00,435.981,788.049,10.1
956,4/21/2020,2020-04-27 07:46:00,439.31800000000004,789.893,10.03
957,4/21/2020,2020-04-27 07:47:00,442.49800000000005,790.663,10.11
958,4/21/2020,2020-04-27 07:48:00,445.81800000000004,794.595,10.26
959,4/21/2020,2020-04-27 07:49:00,448.63699999999994,794.546,10.39
960,4/21/2020,2020-04-27 07:50:00,451.121,795.6419999999999,10.41
961,4/21/2020,2020-04-27 07:51:00,453.755,796.711,10.3
962,4/21/2020,2020-04-27 07:52:00,456.63699999999994,795.534,10.44
963,4/21/2020,2020-04-27 07:53:00,459.51300000000003,796.018,10.5
964,4/21/2020,2020-04-27 07:54:00,462.38800000000003,796.8939999999999,10.64
965,4/21/2020,2020-04-27 07:55:00,465.49800000000005,799.187,10.7
966,4/21/2020,2020-04-27 07:56:00,468.3,800.263,10.49
967,4/21/2020,2020-04-27 07:57:00,471.416,800.426,10.44
968,4/21/2020,2020-04-27 07:58:00,474.028,801.7,10.38
969,4/21/2020,2020-04-27 07:59:00,476.85,803.113,10.4
970,4/21/2020,2020-04-27 08:00:00,480.546,805.6010000000001,10.51
971,4/21/2020,2020-04-27 08:01:00,483.559,806.675,10.37
972,4/21/2020,2020-04-27 08:02:00,485.31800000000004,804.8430000000001,10.41
973,4/21/2020,2020-04-27 08:03:00,489.05199999999996,808.2260000000001,10.43
974,4/21/2020,2020-04-27 08:04:00,492.147,808.1110000000001,10.51
975,4/21/2020,2020-04-27 08:05:00,494.976,809.956,10.58
976,4/21/2020,2020-04-27 08:06:00,498.452,811.794,10.73
977,4/21/2020,2020-04-27 08:07:00,501.486,813.318,10.88
978,4/21/2020,2020-04-27 08:08:00,504.815,814.6619999999999,10.96
979,4/21/2020,2020-04-27 08:09:00,507.689,815.0089999999999,11.01
980,4/21/2020,2020-04-27 08:10:00,511.16,816.875,10.91
981,4/21/2020,2020-04-27 08:11:00,514.045,817.5369999999999,11.01
982,4/21/2020,2020-04-27 08:12:00,516.993,817.675,10.96
983,4/21/2020,2020-04-27 08:13:00,519.597,819.087,10.6
984,4/21/2020,2020-04-27 08:14:00,522.496,818.752,10.51
985,4/21/2020,2020-04-27 08:15:00,525.626,820.27,10.51
986,4/21/2020,2020-04-27 08:16:00,528.914,821.448,10.55
987,4/21/2020,2020-04-27 08:17:00,531.955,821.5089999999999,10.86
988,4/21/2020,2020-04-27 08:18:00,535.061,823.742,11.15
989,4/21/2020,2020-04-27 08:19:00,538.1709999999999,825.023,11.27
990,4/21/2020,2020-04-27 08:20:00,540.859,826.217,11.43
991,4/21/2020,2020-04-27 08:21:00,543.7909999999999,826.815,11.5
992,4/21/2020,2020-04-27 08:22:00,546.634,828.612,11.39
993,4/21/2020,2020-04-27 08:23:00,549.2130000000001,828.064,11.27
994,4/21/2020,2020-04-27 08:24:00,551.952,829.6110000000001,11.1
995,4/21/2020,2020-04-27 08:25:00,554.254,827.6060000000001,11.15
996,4/21/2020,2020-04-27 08:26:00,557.155,828.352,11.29
997,4/21/2020,2020-04-27 08:27:00,559.928,828.625,11.27
998,4/21/2020,2020-04-27 08:28:00,562.493,828.94,11.27
999,4/21/2020,2020-04-27 08:29:00,565.401,831.581,11.32
1000,4/21/2020,2020-04-27 08:30:00,568.2230000000001,832.37,11.35
1001,4/21/2020,2020-04-27 08:31:00,570.269,831.17,11.44
1002,4/21/2020,2020-04-27 08:32:00,573.3240000000001,832.814,11.4
1003,4/21/2020,2020-04-27 08:33:00,575.5830000000001,833.066,11.4
1004,4/21/2020,2020-04-27 08:34:00,578.327,833.926,11.53
1005,4/21/2020,2020-04-27 08:35:00,580.35,833.067,11.54
1006,4/21/2020,2020-04-27 08:36:00,583.74,834.323,11.44
1007,4/21/2020,2020-04-27 08:37:00,586.545,834.949,11.22
1008,4/21/2020,2020-04-27 08:38:00,590.04,836.35,11.05
1009,4/21/2020,2020-04-27 08:39:00,591.945,834.488,11.52
1010,4/21/2020,2020-04-27 08:40:00,594.181,833.24,11.86
1011,4/21/2020,2020-04-27 08:41:00,595.55,833.299,11.98
1012,4/21/2020,2020-04-27 08:42:00,598.881,834.201,11.86
1013,4/21/2020,2020-04-27 08:43:00,602.442,837.592,11.83
1014,4/21/2020,2020-04-27 08:44:00,604.261,836.465,11.86
1015,4/21/2020,2020-04-27 08:45:00,606.106,835.534,11.91
1016,4/21/2020,2020-04-27 08:46:00,609.238,834.6439999999999,11.81
1017,4/21/2020,2020-04-27 08:47:00,613.862,839.0160000000001,11.56
1018,4/21/2020,2020-04-27 08:48:00,611.543,832.205,11.54
1019,4/21/2020,2020-04-27 08:49:00,599.8919999999999,810.7610000000001,11.44
1020,4/21/2020,2020-04-27 08:50:00,601.425,809.933,11.45
1021,4/21/2020,2020-04-27 08:51:00,607.244,815.012,11.36
1022,4/21/2020,2020-04-27 08:52:00,616.263,825.4110000000001,11.25
1023,4/21/2020,2020-04-27 08:53:00,624.504,835.398,11.43
1024,4/21/2020,2020-04-27 08:54:00,600.236,793.673,11.37
1025,4/21/2020,2020-04-27 08:55:00,598.283,787.023,11.38
1026,4/21/2020,2020-04-27 08:56:00,627.1759999999999,827.075,11.63
1027,4/21/2020,2020-04-27 08:57:00,619.0169999999999,812.794,11.63
1028,4/21/2020,2020-04-27 08:58:00,617.7869999999999,807.01,11.6
1029,4/21/2020,2020-04-27 08:59:00,629.674,821.553,11.6
1030,4/21/2020,2020-04-27 09:00:00,627.851,816.545,11.82
1031,4/21/2020,2020-04-27 09:01:00,642.776,835.638,11.85
1032,4/21/2020,2020-04-27 09:02:00,650.687,843.942,11.82
1033,4/21/2020,2020-04-27 09:03:00,653.205,843.949,11.9
1034,4/21/2020,2020-04-27 09:04:00,655.2280000000001,844.003,12.08
1035,4/21/2020,2020-04-27 09:05:00,658.635,846.1110000000001,12.19
1036,4/21/2020,2020-04-27 09:06:00,661.9119999999999,848.373,12.3
1037,4/21/2020,2020-04-27 09:07:00,663.052,847.0360000000001,12.07
1038,4/21/2020,2020-04-27 09:08:00,659.2710000000001,839.59,12.07
1039,4/21/2020,2020-04-27 09:09:00,655.7339999999999,831.56,12.3
1040,4/21/2020,2020-04-27 09:10:00,672.069,850.555,12.08
1041,4/21/2020,2020-04-27 09:11:00,674.7669999999999,853.1469999999999,12.08
1042,4/21/2020,2020-04-27 09:12:00,674.2510000000001,848.0139999999999,12.19
1043,4/21/2020,2020-04-27 09:13:00,678.5,852.1139999999999,12.24
1044,4/21/2020,2020-04-27 09:14:00,678.423,850.679,12.35
1045,4/21/2020,2020-04-27 09:15:00,680.818,849.385,12.3
1046,4/21/2020,2020-04-27 09:16:00,685.0,852.409,12.18
1047,4/21/2020,2020-04-27 09:17:00,688.915,854.9830000000001,12.42
1048,4/21/2020,2020-04-27 09:18:00,689.971,854.493,12.25
1049,4/21/2020,2020-04-27 09:19:00,693.694,856.37,12.05
1050,4/21/2020,2020-04-27 09:20:00,694.7769999999999,856.8989999999999,12.19
1051,4/21/2020,2020-04-27 09:21:00,699.6080000000001,861.034,12.24
1052,4/21/2020,2020-04-27 09:22:00,700.177,859.485,12.52
1053,4/21/2020,2020-04-27 09:23:00,701.7339999999999,859.03,13.01
1054,4/21/2020,2020-04-27 09:24:00,703.304,857.808,13.13
1055,4/21/2020,2020-04-27 09:25:00,704.6439999999999,858.827,12.72
1056,4/21/2020,2020-04-27 09:26:00,708.051,858.837,12.68
1057,4/21/2020,2020-04-27 09:27:00,713.33,865.0980000000001,12.88
1058,4/21/2020,2020-04-27 09:28:00,714.959,864.48,12.68
1059,4/21/2020,2020-04-27 09:29:00,716.712,865.0060000000001,12.25
1060,4/21/2020,2020-04-27 09:30:00,717.685,862.924,12.37
1061,4/21/2020,2020-04-27 09:31:00,718.242,859.9860000000001,12.4
1062,4/21/2020,2020-04-27 09:32:00,718.341,856.7710000000001,12.63
1063,4/21/2020,2020-04-27 09:33:00,722.3660000000001,860.862,12.87
1064,4/21/2020,2020-04-27 09:34:00,725.1619999999999,862.34,12.92
1065,4/21/2020,2020-04-27 09:35:00,728.068,863.467,13.01
1066,4/21/2020,2020-04-27 09:36:00,730.7410000000001,865.6160000000001,12.99
1067,4/21/2020,2020-04-27 09:37:00,732.66,865.9110000000001,12.88
1068,4/21/2020,2020-04-27 09:38:00,736.437,867.85,13.08
1069,4/21/2020,2020-04-27 09:39:00,739.566,870.7589999999999,13.19
1070,4/21/2020,2020-04-27 09:40:00,743.568,873.311,13.24
1071,4/21/2020,2020-04-27 09:41:00,746.056,873.755,13.36
1072,4/21/2020,2020-04-27 09:42:00,747.904,874.96,13.38
1073,4/21/2020,2020-04-27 09:43:00,749.8430000000001,874.087,13.3
1074,4/21/2020,2020-04-27 09:44:00,751.533,874.77,13.2
1075,4/21/2020,2020-04-27 09:45:00,753.3789999999999,875.559,13.33
1076,4/21/2020,2020-04-27 09:46:00,756.197,875.065,13.47
1077,4/21/2020,2020-04-27 09:47:00,757.574,874.1510000000001,13.56
1078,4/21/2020,2020-04-27 09:48:00,761.057,875.535,13.39
1079,4/21/2020,2020-04-27 09:49:00,763.206,878.078,13.15
1080,4/21/2020,2020-04-27 09:50:00,764.535,877.717,13.37
1081,4/21/2020,2020-04-27 09:51:00,767.0010000000001,879.493,13.65
1082,4/21/2020,2020-04-27 09:52:00,768.193,881.6560000000001,13.87
1083,4/21/2020,2020-04-27 09:53:00,770.546,879.11,13.85
1084,4/21/2020,2020-04-27 09:54:00,772.467,879.197,13.61
1085,4/21/2020,2020-04-27 09:55:00,773.563,879.6489999999999,13.88
1086,4/21/2020,2020-04-27 09:56:00,774.804,881.2739999999999,14.03
1087,4/21/2020,2020-04-27 09:57:00,775.575,878.058,14.07
1088,4/21/2020,2020-04-27 09:58:00,780.0160000000001,879.1310000000001,14.36
1089,4/21/2020,2020-04-27 09:59:00,781.538,885.318,14.7
1090,4/21/2020,2020-04-27 10:00:00,783.299,885.477,14.82
1091,4/21/2020,2020-04-27 10:01:00,785.415,884.4630000000001,14.5
1092,4/21/2020,2020-04-27 10:02:00,788.8760000000001,885.99,14.54
1093,4/21/2020,2020-04-27 10:03:00,789.538,882.331,14.19
1094,4/21/2020,2020-04-27 10:04:00,792.7280000000001,886.544,13.72
1095,4/21/2020,2020-04-27 10:05:00,793.446,885.546,13.59
1096,4/21/2020,2020-04-27 10:06:00,793.095,882.061,13.47
1097,4/21/2020,2020-04-27 10:07:00,795.83,884.4860000000001,13.19
1098,4/21/2020,2020-04-27 10:08:00,796.926,884.9839999999999,13.11
1099,4/21/2020,2020-04-27 10:09:00,799.164,886.8919999999999,13.49
1100,4/21/2020,2020-04-27 10:10:00,799.9889999999999,883.375,13.94
1101,4/21/2020,2020-04-27 10:11:00,802.763,885.063,14.27
1102,4/21/2020,2020-04-27 10:12:00,804.069,885.028,14.13
1103,4/21/2020,2020-04-27 10:13:00,805.643,884.1289999999999,14.1
1104,4/21/2020,2020-04-27 10:14:00,807.55,888.299,14.32
1105,4/21/2020,2020-04-27 10:15:00,809.9639999999999,888.207,14.28
1106,4/21/2020,2020-04-27 10:16:00,811.58,888.33,14.04
